time,tics,rev,speed
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264118,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264119,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264120,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264121,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264122,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264123,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264124,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
6264125,0,0,0.000000
