time, tics, freq
20.2549,7202,0.001458
20.2581,7202,0.001458
20.2612,7202,0.001458
20.2736,7205,0.001458
20.2736,7205,0.001458
20.2768,7205,0.001458
20.289,7206,0.001458
20.289,7206,0.001458
20.292,7206,0.001458
20.292,7206,0.001458
20.311,7214,0.001458
20.3142,7215,0.001458
20.3142,7215,0.001458
20.3361,7216,0.001458
20.3423,7215,0.001458
20.3486,7215,0.001458
20.3548,7218,0.001458
20.3611,7219,0.001458
20.3767,7221,0.001458
20.3798,7221,0.001458
20.382,7221,0.001458
20.382,7221,0.001458
20.386,7222,0.001458
20.386,7222,0.001458
20.386,7223,0.001458
20.386,7223,0.001458
20.3923,7222,0.001458
20.398,7223,0.001458
20.4079,7222,0.001458
20.411,7222,0.001458
20.411,7222,0.001458
20.411,7222,0.001458
20.4141,7222,0.001458
20.4172,7225,0.001458
20.42,7228,0.001458
20.42,7232,0.001458
20.42,7238,0.001458
20.4359,7246,0.001458
20.439,7246,0.001458
20.4421,7246,0.001458
20.4452,7247,0.001458
20.4483,7247,0.001458
20.4514,7248,0.001458
20.4608,7250,0.001458
20.467,7249,0.001458
20.467,7249,0.001458
20.47,7248,0.001458
20.47,7250,0.001458
20.47,7251,0.001458
20.4764239999999,7253,0.001458
20.4826,7263,0.001458
20.4826,7263,0.001458
20.485,7264,0.001458
20.485,7264,0.001458
20.4888,7268,0.001458
20.4951,7275,0.001458
20.4982,7280,0.001458
20.5044,7289,0.001458
20.5044,7289,0.001458
20.5106,7298,0.001458
20.5137,7302,0.001458
20.5169,7307,0.001458
20.52,7312,0.001458
20.52,7313,0.001458
20.5231,7318,0.001458
20.5387,7342,0.001458
20.5418,7347,0.001458
20.5418,7347,0.001458
20.548,7355,0.001458
20.548,7356,0.001458
20.5511,7360,0.001458
20.5543,7364,0.001458
20.5698,7383,0.001458
20.5729,7387,0.001458
20.5761,7392,0.001458
20.5854,7406,0.001458
20.5885,7411,0.001458
20.591,7414,0.001458
20.5948,7421,0.001458
20.6072,7438,0.001458
20.6072,7438,0.001458
20.61,7442,0.001458
20.61,7442,0.001458
20.61,7444,0.001458
20.6197,7455,0.001458
20.6228,7460,0.001458
20.6384,7485,0.001458
20.6415,7489,0.001458
20.6446,7492,0.001458
20.6477,7497,0.001458
20.6539,7505,0.001458
20.6633,7517,0.001458
20.6664,7521,0.001458
20.6695,7525,0.001458
20.6726,7530,0.001458
20.6758,7532,0.001458
20.682,7542,0.001458
20.682,7542,0.001458
20.682,7543,0.001458
20.6851,7547,0.001458
20.6851,7547,0.001458
20.691,7556,0.001458
20.691,7556,0.001458
20.691,7556,0.001458
20.6945,7560,0.001458
20.7038,7571,0.001458
20.7069,7576,0.001458
20.728,7609,0.001458
20.728,7609,0.001458
20.728,7609,0.001458
20.7318,7614,0.001458
20.7381,7624,0.001458
20.7412329999999,7629,0.001458
20.7537,7648,0.001458
20.7568,7650,0.001458
20.7568,7650,0.001458
20.7631,7651,0.001458
20.7631,7651,0.001458
20.7662,7652,0.001458
20.7786,7657,0.001458
20.7786,7657,0.001458
20.7849,7657,0.001458
20.788,7658,0.001458
20.7942,7659,0.001458
20.7974,7658,0.001458
20.8036,7659,0.001458
20.8098,7660,0.001458
20.813,7664,0.001458
20.813,7665,0.001458
20.813,7666,0.001458
20.8261,7684,0.001458
20.8324,7692,0.001458
20.8355,7697,0.001458
20.8355,7697,0.001458
20.8418,7706,0.001458
20.8418,7706,0.001458
20.8481,7715,0.001458
20.8512,7721,0.001458
20.8544,7726,0.001458
20.8607,7734,0.001458
20.867,7739,0.001458
20.867,7739,0.001458
20.867,7739,0.001458
20.8701,7743,0.001458
20.8733,7745,0.001458
20.8733,7745,0.001458
20.8796,7752,0.001458
20.8796,7752,0.001458
20.8859,7757,0.001458
20.8859,7757,0.001458
20.889,7760,0.001458
20.889,7760,0.001458
20.889,7761,0.001458
20.8953,7768,0.001458
20.9,7774,0.001458
20.9,7775,0.001458
20.9,7776,0.001458
20.9,7776,0.001458
20.9,7844,0.001458
20.9,7850,0.001458
20.9017,7777,0.001458
20.91,7787,0.001458
20.9111,7789,0.001458
20.9111,7789,0.001458
20.9174,7792,0.001458
20.9174,7792,0.001458
20.9205,7796,0.001458
20.9237,7801,0.001458
20.936,7818,0.001458
20.936,7818,0.001458
20.9395,7822,0.001458
20.9426,7826,0.001458
20.9426,7826,0.001458
20.9458,7830,0.001458
20.9489,7835,0.001458
20.9489,7835,0.001458
20.9521,7839,0.001458
20.9521,7839,0.001458
20.9552,7844,0.001458
20.9615,7851,0.001458
20.9647,7854,0.001458
20.9678,7859,0.001458
20.971,7862,0.001458
20.9741,7867,0.001458
20.98,7875,0.001458
20.98,7876,0.001458
20.9869,7883,0.001458
20.9869,7883,0.001458
20.9932,7892,0.001458
20.9932,7892,0.001458
21.0026,7905,0.001458
21.0058,7909,0.001458
21.0058,7909,0.001458
21.0089,7914,0.001458
21.0089,7914,0.001458
21.0184,7929,0.001458
21.0184,7929,0.001458
21.0247,7936,0.001458
21.0247,7936,0.001458
21.0278,7941,0.001458
21.0278,7941,0.001458
21.031,7946,0.0013122
21.031,7946,0.0013122
21.0367,7951,0.0013122
21.045,7961,0.0013122
21.0482,7965,0.0013122
21.0482,7965,0.0013122
21.0567,7974,0.0013122
21.0567,7974,0.0013122
21.0596,7978,0.0013122
21.06,7978,0.0013122
21.06,7987,0.0013122
21.071,7991,0.0013122
21.091,8011,0.0013122
21.091,8011,0.0013122
21.091,8011,0.0013122
21.0967,8016,0.0013122
21.0996,8020,0.0013122
21.0996,8020,0.0013122
21.102,8022,0.0013122
21.1053,8025,0.0013122
21.1081,8028,0.0013122
21.1081,8028,0.0013122
21.11,8029,0.0013122
21.111,8031,0.0013122
21.116,8034,0.0013122
21.131,8046,0.0013122
21.1424,8057,0.0013122
21.151,8069,0.0013122
21.151,8069,0.0013122
21.1567,8075,0.0013122
21.1624,8084,0.0013122
21.1624,8084,0.0013122
21.1653,8088,0.0013122
21.1653,8088,0.0013122
21.1681,8091,0.0013122
21.171,8095,0.0013122
21.171,8095,0.0013122
21.171,8095,0.0013122
21.176,8102,0.0013122
21.176,8102,0.0013122
21.176,8103,0.0013122
21.176,8103,0.0013122
21.179,8105,0.0013122
21.179,8105,0.0013122
21.1881,8113,0.0013122
21.1881,8113,0.0013122
21.205,8127,0.0013122
21.205,8127,0.0013122
21.213,8136,0.0013122
21.2167,8139,0.0013122
21.2167,8139,0.0013122
21.2196,8141,0.0013122
21.2367,8163,0.0013122
21.2367,8163,0.0013122
21.2424,8170,0.0013122
21.2453,8174,0.0013122
21.251,8181,0.0013122
21.251,8181,0.0013122
21.251,8181,0.0013122
21.251,8181,0.0013122
21.2567,8183,0.0013122
21.2567,8183,0.0013122
21.2596,8187,0.0013122
21.262,8189,0.0013122
21.2681,8194,0.0013122
21.271,8198,0.0013122
21.271,8198,0.0013122
21.2738,8200,0.0013122
21.279,8206,0.0013122
21.2824,8212,0.0013122
21.2824,8212,0.0013122
21.293,8225,0.0013122
21.2995,8232,0.0013122
21.2995,8232,0.0013122
21.3052,8239,0.0013122
21.3052,8239,0.0013122
21.3081,8243,0.0013122
21.3166,8251,0.0013122
21.3166,8251,0.0013122
21.328,8265,0.0013122
21.328,8265,0.0013122
21.3366,8276,0.0013122
21.3395,8278,0.0013122
21.3423,8282,0.0013122
21.3423,8282,0.0013122
21.3452,8285,0.0013122
21.3481,8289,0.0013122
21.3509,8293,0.0013122
21.3566,8302,0.0013122
21.359,8306,0.0013122
21.3681,8322,0.0013122
21.3709,8325,0.0013122
21.3709,8325,0.0013122
21.3738,8329,0.0013122
21.3738,8329,0.0013122
21.3766,8332,0.0013122
21.3881,8347,0.0013122
21.3909,8350,0.0013122
21.3966,8355,0.0013122
21.4024,8361,0.0013122
21.4081,8368,0.0013122
21.431,8385,0.0013122
21.431,8385,0.0013122
21.431,8386,0.0013122
21.431,8386,0.0013122
21.4452,8397,0.0013122
21.4481,8402,0.0013122
21.4481,8402,0.0013122
21.451,8405,0.0013122
21.4767,8433,0.0013122
21.4767,8433,0.0013122
21.491,8458,0.0013122
21.4939,8462,0.0013122
21.4939,8462,0.0013122
21.4996,8470,0.0013122
21.4996,8470,0.0013122
21.5053,8479,0.0013122
21.511,8489,0.0013122
21.511,8489,0.0013122
21.5225,8503,0.0013122
21.5225,8503,0.0013122
21.5253,8507,0.0013122
21.5253,8507,0.0013122
21.531,8515,0.0013122
21.531,8515,0.0013122
21.531,8515,0.0013122
21.5339,8521,0.0013122
21.5453,8533,0.0013122
21.5453,8533,0.0013122
21.5483,8537,0.0013122
21.554,8547,0.0013122
21.554,8547,0.0013122
21.554,8547,0.0013122
21.5568,8551,0.0013122
21.5654,8562,0.0013122
21.5683,8565,0.0013122
21.5683,8565,0.0013122
21.5711,8568,0.0013122
21.5768,8575,0.0013122
21.582,8580,0.0013122
21.582,8581,0.0013122
21.5883,8587,0.0013122
21.5911,8592,0.0013122
21.5969,8597,0.0013122
21.5997,8602,0.0013122
21.5997,8602,0.0013122
21.6026,8606,0.0013122
21.6026,8606,0.0013122
21.6054,8609,0.0013122
21.6054,8609,0.0013122
21.614,8617,0.0013122
21.614,8618,0.0013122
21.6254,8632,0.0013122
21.6254,8632,0.0013122
21.6311,8640,0.0013122
21.634,8642,0.0013122
21.634,8642,0.0013122
21.6369,8645,0.0013122
21.6369,8645,0.0013122
21.6397,8647,0.0013122
21.654,8664,0.0013122
21.654,8664,0.0013122
21.656,8665,0.0013122
21.656,8665,0.0013122
21.656,8666,0.0013122
21.6654,8675,0.0013122
21.6654,8675,0.0013122
21.674,8683,0.0013122
21.674,8683,0.0013122
21.6769,8686,0.0013122
21.6769,8686,0.0013122
21.6797,8687,0.0013122
21.6826,8690,0.0013122
21.6826,8690,0.0013122
21.6854,8694,0.0013122
21.6854,8694,0.0013122
21.694,8701,0.0013122
21.6997,8706,0.0013122
21.7026,8709,0.0013122
21.7169,8726,0.0013122
21.7169,8726,0.0013122
21.7197,8730,0.0013122
21.7226,8733,0.0013122
21.7226,8733,0.0013122
21.725,8735,0.0013122
21.7283,8739,0.0013122
21.7311,8742,0.0013122
21.7568,8771,0.0013122
21.7625,8775,0.0013122
21.7654,8777,0.0013122
21.7654,8777,0.0013122
21.7683,8779,0.0013122
21.7683,8779,0.0013122
21.7711,8782,0.0013122
21.774,8785,0.0013122
21.7768,8788,0.0013122
21.7797,8791,0.0013122
21.7825,8794,0.0013122
21.7883,8800,0.0013122
21.7883,8800,0.0013122
21.7911,8802,0.0013122
21.7911,8802,0.0013122
21.794,8805,0.0013122
21.794,8805,0.0013122
21.794,8805,0.0013122
21.8025,8815,0.0013122
21.8083,8822,0.0013122
21.8083,8822,0.0013122
21.814,8828,0.0013122
21.8169,8831,0.0013122
21.8169,8831,0.0013122
21.8283,8845,0.0013122
21.8283,8845,0.0013122
21.831,8850,0.0013122
21.8368,8854,0.0013122
21.8454,8864,0.0013122
21.8454,8864,0.0013122
21.854,8877,0.0013122
21.854,8878,0.0013122
21.868,8894,0.0013122
21.874,8903,0.0013122
21.874,8903,0.0013122
21.874,8903,0.0013122
21.8797,8911,0.0013122
21.8797,8911,0.0013122
21.8854,8918,0.0013122
21.888,8920,0.0013122
21.888,8921,0.0013122
21.8911,8925,0.0013122
21.8911,8925,0.0013122
21.894,8930,0.0013122
21.894,8930,0.0013122
21.8968,8934,0.0013122
21.9054,8944,0.0013122
21.9111,8951,0.0013122
21.914,8954,0.0013122
21.919,8960,0.0013122
21.9283,8970,0.0013122
21.9283,8970,0.0013122
21.9311,8974,0.0013122
21.9311,8974,0.0013122
21.934,8978,0.0013122
21.934,8978,0.0013122
21.9369,8983,0.0013122
21.9426,8991,0.0013122
21.9454,8994,0.0013122
21.954,9005,0.0013122
21.9597,9010,0.0013122
21.9625,9014,0.0013122
21.9654,9018,0.0013122
21.9654,9018,0.0013122
21.9711,9023,0.0013122
21.974,9027,0.0013122
21.974,9027,0.0013122
21.979,9034,0.0013122
21.9826,9038,0.0013122
21.9826,9038,0.0013122
21.9854,9042,0.0013122
21.9883,9045,0.0013122
21.9883,9045,0.0013122
21.9911,9049,0.0013122
21.994,9052,0.0013122
21.996,9051,0.0013122
21.996,9052,0.0013122
21.999,9055,0.0013122
22.002,9059,0.0013122
22.002,9060,0.0013122
22.014,9070,0.0013122
22.014,9070,0.0013122
22.0169,9072,0.0013122
22.0169,9072,0.0013122
22.0283,9084,0.0013122
22.0312,9088,0.0013122
22.0312,9088,0.0013122
22.034,9091,0.0013122
22.0369,9095,0.0013122
22.0369,9095,0.0013122
22.0426,9099,0.0013122
22.0426,9099,0.0013122
22.0483,9103,0.0013122
22.0512,9105,0.0013122
22.0512,9105,0.0013122
22.0597,9115,0.0013122
22.0626,9118,0.0013122
22.0683,9125,0.0013122
22.0769,9133,0.0013122
22.0855,9143,0.0013122
22.0855,9143,0.0013122
22.094,9151,0.0013122
22.096,9153,0.0013122
22.0997,9157,0.0013122
22.1055,9163,0.0013122
22.1112,9165,0.0013122
22.1141,9168,0.0013122
22.117,9172,0.0013122
22.1227,9179,0.0013122
22.1284,9185,0.0013122
22.1284,9185,0.0013122
22.1341,9189,0.0013122
22.1369,9193,0.0013122
22.1369,9193,0.0013122
22.1455,9201,0.0013122
22.151,9206,0.0013122
22.1541,9209,0.0013122
22.1569,9210,0.0013122
22.1684,9222,0.0013122
22.1684,9222,0.0013122
22.1741,9229,0.0013122
22.1741,9229,0.0013122
22.1798,9236,0.0013122
22.1855,9240,0.0013122
22.1912,9244,0.0013122
22.1912,9244,0.0013122
22.197,9251,0.0013122
22.2027,9259,0.0013122
22.2141,9272,0.0013122
22.2312,9291,0.0013122
22.2341,9294,0.0013122
22.2341,9294,0.0013122
22.2369,9296,0.0013122
22.2369,9297,0.0013122
22.2398,9300,0.0013122
22.2398,9300,0.0013122
22.2427,9303,0.0013122
22.248,9308,0.0013122
22.2512,9311,0.0013122
22.2541,9314,0.0013122
22.2541,9314,0.0013122
22.257,9317,0.0013122
22.257,9317,0.0013122
22.257,9317,0.0013122
22.2627,9322,0.0013122
22.2627,9322,0.0013122
22.2741,9330,0.0013122
22.2741,9330,0.0013122
22.277,9331,0.0013122
22.277,9331,0.0013122
22.2798,9334,0.0013122
22.2827,9338,0.0013122
22.2827,9338,0.0013122
22.2884,9343,0.0013122
22.2884,9343,0.0013122
22.2913,9346,0.0013122
22.294,9350,0.0013122
22.297,9352,0.0013122
22.302,9357,0.0013122
22.3055,9360,0.0013122
22.3084,9364,0.0013122
22.317,9373,0.0013122
22.317,9373,0.0013122
22.317,9373,0.0013122
22.317,9374,0.0013122
22.3255,9382,0.0013122
22.3313,9388,0.0013122
22.3313,9388,0.0013122
22.3341,9391,0.0013122
22.3341,9391,0.0013122
22.3427,9402,0.0013122
22.3427,9402,0.0013122
22.3455,9406,0.0013122
22.351,9414,0.0013122
22.351,9414,0.0013122
22.351,9414,0.0013122
22.357,9421,0.0013122
22.3627,9427,0.0013122
22.3627,9427,0.0013122
22.3684,9436,0.0013122
22.3741,9445,0.0013122
22.3798,9450,0.0013122
22.3798,9450,0.0013122
22.3969,9470,0.0013122
22.4027,9478,0.0013122
22.4055,9480,0.0013122
22.4141,9489,0.0013122
22.4198,9497,0.0013122
22.4227,9501,0.0013122
22.4284,9506,0.0013122
22.4284,9506,0.0013122
22.4312,9507,0.0013122
22.4427,9520,0.0013122
22.4427,9520,0.0013122
22.44,9529,0.0013122
22.457,9537,0.0013122
22.457,9537,0.0013122
22.4627,9542,0.0013122
22.4655,9545,0.0013122
22.4684,9549,0.0013122
22.477,9558,0.0013122
22.4798,9560,0.0013122
22.4827,9565,0.0013122
22.4855,9567,0.0013122
22.4855,9567,0.0013122
22.4941,9577,0.0013122
22.4941,9577,0.0013122
22.497,9581,0.0013122
22.4998,9585,0.0013122
22.5027,9587,0.0013122
22.5055,9590,0.0013122
22.5055,9590,0.0013122
22.5084,9595,0.0013122
22.5112,9597,0.0013122
22.5141,9599,0.0013122
22.5227,9609,0.0013122
22.5227,9609,0.0013122
22.5256,9611,0.0013122
22.5256,9611,0.0013122
22.5313,9617,0.0013122
22.5313,9617,0.0013122
22.537,9619,0.0013122
22.537,9619,0.0013122
22.537,9619,0.0013122
22.537,9620,0.0013122
22.537,9620,0.0013122
22.5398,9624,0.0013122
22.5398,9624,0.0013122
22.5427,9627,0.0013122
22.5427,9627,0.0013122
22.5484,9634,0.0013122
22.559,9643,0.0013122
22.559,9643,0.0013122
22.5713,9657,0.0013122
22.577,9662,0.0013122
22.577,9662,0.0013122
22.5856,9672,0.0013122
22.5856,9672,0.0013122
22.588,9675,0.0013122
22.588,9676,0.0013122
22.5998,9686,0.0013122
22.602,9689,0.0013122
22.602,9690,0.0013122
22.6055,9695,0.0013122
22.6055,9695,0.0013122
22.6113,9699,0.0013122
22.6255,9713,0.0013122
22.6255,9713,0.0013122
22.6456,9734,0.0013122
22.6484,9737,0.0013122
22.6513,9740,0.0013122
22.657,9746,0.0013122
22.6628,9752,0.0013122
22.6742,9764,0.0013122
22.6742,9764,0.0013122
22.6885,9777,0.0013122
22.6885,9777,0.0013122
22.6942,9782,0.0013122
22.6942,9782,0.0013122
22.6971,9786,0.0013122
22.7028,9794,0.0013122
22.7028,9794,0.0013122
22.7085,9799,0.0013122
22.7085,9799,0.0013122
22.7113,9801,0.0013122
22.714,9804,0.0013122
22.714,9804,0.0013122
22.714,9804,0.0013122
22.7199,9809,0.0013122
22.7199,9809,0.0013122
22.7228,9813,0.0013122
22.7228,9813,0.0013122
22.7256,9817,0.0013122
22.728,9819,0.0013122
22.728,9819,0.0013122
22.7342,9823,0.0013122
22.737,9825,0.0013122
22.737,9825,0.0013122
22.7399,9828,0.0013122
22.7513,9842,0.0013122
22.7513,9842,0.0013122
22.757101,9848,0.0013122
22.7628,9855,0.0013122
22.7628,9855,0.0013122
22.768,9860,0.0013122
22.768,9861,0.0013122
22.768,9861,0.0013122
22.7742,9867,0.0013122
22.7742,9867,0.0013122
22.7771,9870,0.0013122
22.7828,9876,0.0013122
22.7942,9885,0.0013122
22.7942,9885,0.0013122
22.8171,9910,0.0013122
22.8171,9910,0.0013122
22.8199,9915,0.0013122
22.8199,9915,0.0013122
22.8313,9930,0.0013122
22.8599,9953,0.0013122
22.8599,9953,0.0013122
22.8657,9960,0.0013122
22.8714,9967,0.0013122
22.8771,9972,0.0013122
22.8828,9978,0.0013122
22.8828,9978,0.0013122
22.8856,9983,0.0013122
22.8856,9983,0.0013122
22.8999,10004,0.0013122
22.8999,10004,0.0013122
22.9057,10010,0.0013122
22.9057,10010,0.0013122
22.9085,10013,0.0013122
22.9285,10040,0.0013122
22.9285,10040,0.0013122
22.9314,10043,0.0013122
22.9342,10047,0.0013122
22.9371,10051,0.0013122
22.94,10056,0.0013122
22.94,10056,0.0013122
22.94,10058,0.0013122
22.9485,10065,0.0013122
22.9543,10073,0.0013122
22.96,10082,0.0013122
22.96,10082,0.0013122
22.9628,10086,0.0013122
22.9628,10086,0.0013122
22.9685,10091,0.0013122
22.9714,10090,0.0013122
22.98,10101,0.0013122
22.98,10102,0.0013122
22.98,10102,0.0013122
22.98,10103,0.0013122
22.98,10105,0.0013122
22.9829,10105,0.0013122
22.9857,10109,0.0013122
22.9857,10109,0.0013122
22.9886,10112,0.0013122
22.9886,10112,0.0013122
22.9915,10117,0.0013122
22.9915,10117,0.0013122
22.9943,10121,0.0013122
23.0,10131,0.0013122
23.0,10134,0.0013122
23.0,10142,0.0013122
23.0,10411,0.0013122
23.0029,10136,0.0013122
23.0057,10140,0.0013122
23.0115,10148,0.0013122
23.0115,10148,0.0013122
23.0143,10152,0.0013122
23.0143,10152,0.0013122
23.02,10160,0.0013122
23.02,10167,0.0013122
23.022,10162,0.0013122
23.022,10162,0.0013122
23.0343,10181,0.0013122
23.04,10189,0.0013122
23.04,10189,0.0013122
23.04,10191,0.0013122
23.04,10191,0.0013122
23.0515,10202,0.0013122
23.0515,10202,0.0013122
23.054,10205,0.0013122
23.0572,10207,0.0013122
23.0572,10207,0.0013122
23.06,10211,0.0013122
23.0629,10214,0.0013122
23.0629,10214,0.0013122
23.0686,10220,0.0013122
23.0715,10224,0.0013122
23.0715,10224,0.0013122
23.0743,10227,0.0013122
23.08,10234,0.0013122
23.08,10235,0.0013122
23.0857,10241,0.0013122
23.0943,10251,0.0013122
23.0943,10251,0.0013122
23.1,10259,0.0013122
23.1,10260,0.0013122
23.1,10261,0.0013122
23.1,10319,0.0013122
23.1057,10265,0.0013122
23.1143,10274,0.0013122
23.1143,10274,0.0013122
23.1172,10278,0.0013122
23.122,10282,0.0013122
23.122,10282,0.0013122
23.122,10283,0.0013122
23.122,10283,0.0013122
23.1257,10286,0.0013122
23.1314,10293,0.0013122
23.1314,10293,0.0013122
23.1371,10299,0.0013122
23.14,10303,0.0013122
23.14,10303,0.0013122
23.14,10304,0.0013122
23.1429,10306,0.0013122
23.1429,10306,0.0013122
23.151,10315,0.0013122
23.151,10316,0.0013122
23.16,10324,0.0013122
23.1629,10328,0.0013122
23.17,10332,0.0013122
23.17,10332,0.0013122
23.1743,10336,0.0013122
23.18,10343,0.0013122
23.18,10344,0.0013122
23.1829,10345,0.0013122
23.188,10347,0.0013122
23.1971,10355,0.0013122
23.1971,10355,0.0013122
23.2028,10360,0.0013122
23.2057,10364,0.0013122
23.2057,10364,0.0013122
23.2086,10368,0.0013122
23.2258,10381,0.0013122
23.2258,10381,0.0013122
23.2287,10384,0.0013122
23.2373,10391,0.0013122
23.2373,10391,0.0013122
23.2458,10398,0.0013122
23.2487,10402,0.0013122
23.2515,10405,0.0013122
23.2515,10405,0.0013122
23.2544,10407,0.0013122
23.2544,10407,0.0013122
23.2601,10411,0.0013122
23.2601,10411,0.0013122
23.263,10414,0.0013122
23.263,10414,0.0013122
23.2658,10415,0.0013122
23.2658,10415,0.0013122
23.2773,10427,0.0013122
23.2801,10430,0.0013122
23.2858,10436,0.0013122
23.2858,10436,0.0013122
23.2887,10440,0.0013122
23.2944,10447,0.0013122
23.303,10454,0.0013122
23.303,10454,0.0013122
23.308,10460,0.0013122
23.3116,10463,0.0013122
23.3201,10472,0.0013122
23.3201,10472,0.0013122
23.3258,10477,0.0013122
23.3258,10477,0.0013122
23.3315,10484,0.0013122
23.3344,10486,0.0013122
23.3344,10486,0.0013122
23.337,10489,0.0013122
23.3401,10491,0.0013122
23.3429,10494,0.0013122
23.3429,10494,0.0013122
23.3515,10503,0.0013122
23.3515,10503,0.0013122
23.3572,10508,0.0013122
23.3601,10511,0.0013122
23.363,10514,0.0013122
23.363,10514,0.0013122
23.363,10514,0.0013122
23.3658,10516,0.0013122
23.3772,10530,0.0013122
23.3858,10538,0.0013122
23.3915,10543,0.0013122
23.3915,10543,0.0013122
23.4001,10553,0.0013122
23.4001,10553,0.0013122
23.4086,10562,0.0013122
23.4144,10566,0.0013122
23.422,10576,0.0013122
23.422,10576,0.0013122
23.425,10578,0.0013122
23.425,10579,0.0013122
23.425,10579,0.0013122
23.425,10580,0.0013122
23.4287,10582,0.0013122
23.431,10585,0.0013122
23.44,10594,0.0013122
23.44,10594,0.0013122
23.44,10604,0.0013122
23.448714,10605,0.0013122
23.4515,10609,0.0013122
23.4658,10621,0.0013122
23.4687,10624,0.0013122
23.4715,10628,0.0013122
23.4772,10634,0.0013122
23.4801,10637,0.0013122
23.485,10642,0.0013122
23.485,10641,0.0013122
23.4886,10644,0.0013122
23.4943,10649,0.0013122
23.4972,10653,0.0013122
23.5001,10653,0.0013122
23.5001,10653,0.0013122
23.5029,10657,0.0013122
23.5115,10667,0.0013122
23.5115,10667,0.0013122
23.514,10668,0.0013122
23.5172,10671,0.0013122
23.5172,10671,0.0013122
23.5258,10684,0.0013122
23.5372,10699,0.0013122
23.543,10706,0.0013122
23.543,10706,0.0013122
23.5487,10711,0.0013122
23.5515,10715,0.0013122
23.5544,10716,0.0013122
23.5572,10720,0.0013122
23.5629,10723,0.0013122
23.5801,10742,0.0013122
23.583,10744,0.0013122
23.583,10744,0.0013122
23.5973,10756,0.0013122
23.603,10761,0.0013122
23.603,10761,0.0013122
23.6058,10765,0.0013122
23.6087,10769,0.0013122
23.6115,10774,0.0013122
23.6115,10774,0.0013122
23.6223,10782,0.0013122
23.6223,10782,0.0013122
23.628,10791,0.0013122
23.639,10810,0.0013122
23.639,10810,0.0013122
23.6423,10816,0.0013122
23.648,10825,0.0013122
23.6623,10848,0.0013122
23.6652,10853,0.0013122
23.668,10858,0.0013122
23.668,10858,0.0013122
23.6709,10863,0.0013122
23.6909,10888,0.0013122
23.6995,10901,0.0013122
23.702,10905,0.0013122
23.702,10906,0.0013122
23.702,10906,0.0013122
23.7052,10911,0.0013122
23.7052,10911,0.0013122
23.7081,10914,0.0013122
23.71,10915,0.0013122
23.71,10915,0.0013122
23.7138,10918,0.0013122
23.7138,10918,0.0013122
23.7166,10919,0.0013122
23.7224,10924,0.0013122
23.7281,10930,0.0013122
23.7481,10949,0.0013122
23.7481,10949,0.0013122
23.751,10953,0.0013122
23.751,10953,0.0013122
23.751,10953,0.0013122
23.7538,10953,0.0013122
23.7595,10956,0.0013122
23.7652,10959,0.0013122
23.7767,10974,0.0013122
23.7795,10978,0.0013122
23.785,10982,0.0013122
23.785,10983,0.0013122
23.7911,10990,0.0013122
23.7996,10999,0.0013122
23.7996,10999,0.0013122
23.8,10999,0.0013122
23.8,10999,0.0013122
23.8,11032,0.0013122
23.8,11061,0.0013122
23.8111,11010,0.0013122
23.8111,11010,0.0013122
23.8139,11013,0.0013122
23.816,11016,0.0013122
23.8196,11018,0.0013122
23.822,11022,0.0013122
23.822,11022,0.0013122
23.822,11022,0.0013122
23.8282,11028,0.0013122
23.8368,11033,0.0013122
23.8368,11033,0.0013122
23.8396,11037,0.0013122
23.8453,11041,0.0013122
23.8482,11045,0.0013122
23.8482,11045,0.0013122
23.8511,11048,0.0013122
23.8511,11048,0.0013122
23.8539,11051,0.0013122
23.859,11057,0.0013122
23.8625,11060,0.0013122
23.8653,11064,0.0013122
23.868,11068,0.0013122
23.8711,11072,0.0013122
23.8711,11072,0.0013122
23.8825,11085,0.0013122
23.8854,11088,0.0013122
23.8911,11094,0.00118098
23.8964,11097,0.00118098
23.8964,11097,0.00118098
23.9119,11115,0.00118098
23.9145,11117,0.00118098
23.9171,11119,0.00118098
23.9171,11119,0.00118098
23.919,11122,0.00118098
23.919,11122,0.00118098
23.9249,11127,0.00118098
23.9249,11127,0.00118098
23.927,11128,0.00118098
23.927,11129,0.00118098
23.9404,11143,0.00118098
23.9482,11150,0.00118098
23.956,11159,0.00118098
23.956,11159,0.00118098
23.9663,11168,0.00118098
23.9663,11168,0.00118098
23.9689,11171,0.00118098
23.9715,11173,0.00118098
23.9741,11174,0.00118098
23.9741,11174,0.00118098
23.9793,11179,0.00118098
23.9871,11187,0.00118098
23.9871,11187,0.00118098
23.9948,11194,0.00118098
24.0,11201,0.00118098
24.0,11918,0.00118098
24.0078,11204,0.00118098
24.0104,11206,0.00118098
24.0286,11221,0.00118098
24.031,11223,0.00118098
24.031,11224,0.00118098
24.031,11224,0.00118098
24.0364,11229,0.00118098
24.0467,11240,0.00118098
24.0493,11242,0.00118098
24.0597,11251,0.00118098
24.0597,11251,0.00118098
24.062,11253,0.00118098
24.0649,11256,0.00118098
24.0726,11264,0.00118098
24.0804,11272,0.00118098
24.083,11275,0.00118098
24.083,11275,0.00118098
24.083,11275,0.00118098
24.083,11275,0.00118098
24.085,11276,0.00118098
24.085,11276,0.00118098
24.085,11277,0.00118098
24.0882,11279,0.00118098
24.0908,11280,0.00118098
24.096,11288,0.00118098
24.096,11288,0.00118098
24.1,11293,0.00118098
24.1,11296,0.00118098
24.1,11296,0.00118098
